Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Minerva FC,73:44:00,22,Paoginmang Baite,Pass,75,44,92,33,,Incomplete,,,,,,,
Minerva FC,73:46:00,9,Raj Singh Wahengbam,Pass,93,30,81,42,,Incomplete,,,,,,,
Minerva FC,73:48:00,50,Thangkhanlam Samte,LBD,90,36,0,0,,Lost,,,,,,,
Minerva FC,73:55:00,3,Moosa Ashiq,Air Duel,44,27,0,0,,Won,,,,,,,
Minerva FC,74:15:00,5,Rokash Atom,Long Kick,25,9,46,7,,Complete,,,,,,,
Minerva FC,74:19:00,3,Moosa Ashiq,Long Kick,23,13,71,17,,,,,,TRUE,,,
Minerva FC,74:33:00,5,Rokash Atom,Throw In,41,2,77,7,,,,,,,,,
Minerva FC,74:36:00,22,Paoginmang Baite,Head Pass,68,7,83,3,,Incomplete,,,,,,,
Minerva FC,74:52:00,5,Rokash Atom,Air Duel,31,5,0,0,,,,,,,,,
Minerva FC,75:09:00,3,Moosa Ashiq,Long Kick,18,11,51,2,,Complete,,,,TRUE,,,
Minerva FC,75:26:00,3,Moosa Ashiq,Pass,14,6,41,17,,Complete,,,,,,,
Minerva FC,75:36:00,8,Ahvas K,Defensive Duel,44,60,0,0,,Won,,,,,TRUE,,
Minerva FC,75:40:00,8,Ahvas K,Pass,61,54,74,42,,Complete,,,,,,,
Minerva FC,75:42:00,50,Thangkhanlam Samte,Pass,80,39,106,55,,Complete,,,,,,,
Minerva FC,75:45:00,9,Raj Singh Wahengbam,Offensive Duel,103,56,0,0,,Lost,,,,,TRUE,,
Minerva FC,76:01:00,2,Ngashepam Reoson Singh,Throw In,112,78,101,71,,,,,,,,,
Minerva FC,76:03:00,19,Jayed,Cross,111,68,109,40,Right,,,,,,,,
Minerva FC,76:07:00,9,Raj Singh Wahengbam,Offensive Duel,105,41,0,0,,Won,,,,,,,
Minerva FC,77:25:00,22,Paoginmang Baite,Penalty,105,39,0,0,,Saved,,,,,,,Bottom left
Minerva FC,78:07:00,8,Ahvas K,Free Kick,117,2,112,41,,,,,,,,,
Minerva FC,78:12:00,2,Ngashepam Reoson Singh,LBD,110,56,0,0,,Lost,,,,,,,
Minerva FC,79:25:00,8,Ahvas K,Throw In,89,77,103,75,,,,,,,,,
Minerva FC,79:28:00,44,Muhammed Ziyad K,Offensive Duel,105,70,0,0,,Won,,,,,TRUE,,
Minerva FC,79:29:00,44,Muhammed Ziyad K,LBD,103,69,0,0,,Lost,,,,,,,
Minerva FC,79:33:00,2,Ngashepam Reoson Singh,Shot,97,71,117,38,Right,Saved,,,,,,,Left
Minerva FC,79:49:00,4,Sailex Oinam,Pass,36,57,41,39,,Complete,,,,,,,
Minerva FC,79:53:00,3,Moosa Ashiq,Pass,40,35,70,2,,Complete,,,,,,,
Minerva FC,80:06:00,5,Rokash Atom,Throw In,,,96,6,,,,,,,,,
Minerva FC,80:10:00,9,Raj Singh Wahengbam,Offensive Duel,101,6,0,0,,Won,,,,,TRUE,,
Minerva FC,80:39:00,8,Ahvas K,Air Duel,103,42,0,0,,Won,,,,,,,
Minerva FC,80:45:00,4,Sailex Oinam,Pass,65,55,74,46,,Complete,,,,,,,
Minerva FC,80:47:00,50,Thangkhanlam Samte,Long Kick,71,46,83,35,,Complete,,,,,,,
Minerva FC,80:51:00,9,Raj Singh Wahengbam,Offensive Duel,80,28,0,0,,Lost,,,,,TRUE,,
Minerva FC,81:17:00,2,Ngashepam Reoson Singh,Offensive Duel,24,72,0,0,,Lost,,,,,TRUE,,
Minerva FC,81:25:00,3,Moosa Ashiq,Head Pass,6,37,32,39,,Incomplete,,,,,,,
Minerva FC,81:32:00,3,Moosa Ashiq,Head Pass,12,33,44,28,,Incomplete,,,,,,,
Minerva FC,81:38:00,8,Ahvas K,LBD,64,39,0,0,,Lost,,,,,,,
Minerva FC,81:47:00,5,Rokash Atom,Head Pass,40,9,77,8,,Incomplete,,,,,,,
Minerva FC,81:53:00,5,Rokash Atom,Pass,51,8,99,7,,Incomplete,,,,,,,
Minerva FC,84:17:00,5,Rokash Atom,Throw In,101,2,109,8,,,,,,,,,
Minerva FC,84:32:00,2,Ngashepam Reoson Singh,Defensive Duel,54,70,0,0,,Won,,,,,TRUE,,
Minerva FC,84:35:00,50,Thangkhanlam Samte,LBD,34,69,0,0,,,,,,,,,
Minerva FC,84:38:00,50,Thangkhanlam Samte,Pass,14,69,5,49,,Complete,,,,,,,
Minerva FC,84:41:00,1,Khwairakpam Yoihenba,Long Kick,6,46,48,72,,Incomplete,,,,,,,
Minerva FC,84:57:00,2,Ngashepam Reoson Singh,Throw In,60,78,86,65,,,,,,,,,
Minerva FC,85:05:00,2,Ngashepam Reoson Singh,Pass,77,65,91,75,,Complete,,,,,,,
Minerva FC,85:10:00,44,Muhammed Ziyad K,Offensive Duel,94,73,0,0,,Lost,,,,,TRUE,,
Minerva FC,85:26:00,2,Ngashepam Reoson Singh,Interception,71,69,0,0,,,,,,,,,
Minerva FC,85:27:00,2,Ngashepam Reoson Singh,Head Pass,71,69,80,57,,Incomplete,,,,,,,
Minerva FC,85:31:00,4,Sailex Oinam,Head Pass,48,70,41,42,,Complete,,,,,,,
Minerva FC,85:33:00,3,Moosa Ashiq,Long Kick,45,52,75,26,,Incomplete,,,,,,,
Minerva FC,85:38:00,9,Raj Singh Wahengbam,Pass,76,50,86,39,,Incomplete,,,,,,,
Minerva FC,85:40:00,4,Sailex Oinam,Pass,45,48,72,55,,Incomplete,,,,,,,
Minerva FC,85:41:00,4,Sailex Oinam,Interception,52,51,0,0,,,,,,,,,
Minerva FC,85:57:00,1,Khwairakpam Yoihenba,Goal Kick,6,36,9,24,,,,,,,,,
Minerva FC,85:59:00,3,Moosa Ashiq,Long Kick,6,32,42,3,,Complete,,,,,,,
Minerva FC,86:19:00,50,Thangkhanlam Samte,Long Kick,41,31,88,18,,Complete,,,TRUE,,,,
Minerva FC,86:27:00,9,Raj Singh Wahengbam,Offensive Duel,102,25,0,0,,,,,,,,,
Minerva FC,86:33:00,22,Paoginmang Baite,Head Pass,101,40,110,54,,Complete,,,,,,,
Minerva FC,86:36:00,44,Muhammed Ziyad K,Shot,107,56,114,45,Right,Blocked,,,,,,,
Minerva FC,86:39:00,2,Ngashepam Reoson Singh,Shot,95,55,117,34,Right,Off Target,,,,,,,
Minerva FC,87:06:00,5,Rokash Atom,Pass,50,10,73,12,,Complete,,,,,,,
Minerva FC,87:10:00,8,Ahvas K,Pass,70,13,80,28,,Complete,,,,,,,
Minerva FC,87:12:00,50,Thangkhanlam Samte,Pass,80,21,68,33,,Complete,,,,,,,
Minerva FC,87:14:00,50,Thangkhanlam Samte,Pass,68,37,80,54,,Complete,,,,,,,
Minerva FC,87:17:00,2,Ngashepam Reoson Singh,Pass,80,52,100,70,,Complete,,,,,,,
Minerva FC,87:21:00,2,Ngashepam Reoson Singh,Offensive Duel,106,68,0,0,,Lost,,,,,TRUE,,
Minerva FC,87:30:00,4,Sailex Oinam,Pressure,81,75,0,0,,,,,,,,,
Minerva FC,87:34:00,44,Muhammed Ziyad K,Pressure,90,69,0,0,,,,,,,,,
Minerva FC,87:38:00,3,Moosa Ashiq,Long Kick,52,17,78,4,,Incomplete,,,,,,,
Minerva FC,87:46:00,5,Rokash Atom,Interception,67,4,0,0,,,,,,,,,
Minerva FC,87:50:00,3,Moosa Ashiq,Pass,53,13,64,8,,Complete,,,,,,,
Minerva FC,87:57:00,50,Thangkhanlam Samte,Pass,55,12,25,34,,Complete,,,,,,,
Minerva FC,88:02:00,1,Khwairakpam Yoihenba,Long Kick,14,33,53,64,,Complete,,,,,,,
Minerva FC,88:07:00,44,Muhammed Ziyad K,Long Kick,51,44,83,3,,Incomplete,,,,,,,
Minerva FC,88:14:00,9,Raj Singh Wahengbam,Air Duel,83,34,0,0,,Lost,,,,,,,
Minerva FC,88:16:00,50,Thangkhanlam Samte,LBD,65,30,0,0,,,,,,,,,
Minerva FC,88:20:00,50,Thangkhanlam Samte,Pass,73,29,64,9,,Complete,,,,,,,
Minerva FC,88:22:00,5,Rokash Atom,Pass,65,6,77,5,,Complete,,,,,,,
Minerva FC,88:25:00,8,Ahvas K,Offensive Duel,75,5,0,0,,,,,,,,,
Minerva FC,88:28:00,50,Thangkhanlam Samte,Pass,66,17,74,42,,Incomplete,,,,,,,
Minerva FC,88:35:00,1,Khwairakpam Yoihenba,Long Kick,28,28,83,22,,,,,TRUE,,,,
Minerva FC,88:40:00,9,Raj Singh Wahengbam,Offside,82,21,0,0,,,,,,,,,
Minerva FC,89:08:00,4,Sailex Oinam,Head Pass,33,32,52,23,,Incomplete,,,,,,,
Minerva FC,89:16:00,1,Khwairakpam Yoihenba,Hand Pass,10,33,18,11,,Complete,,,,,,,
Minerva FC,89:20:00,3,Moosa Ashiq,Pass,21,8,41,23,,Complete,,,,,,,
Minerva FC,89:24:00,8,Ahvas K,Pass,44,18,42,49,,Complete,,,,,,,
Minerva FC,89:30:00,2,Ngashepam Reoson Singh,Carry,43,56,80,62,,,,,,,,,
Minerva FC,90:24:00,9,Raj Singh Wahengbam,Corner,117,78,105,29,,,,,,,,,
Minerva FC,90:42:00,5,Rokash Atom,Throw In,101,2,106,12,,,,,,,,,
Minerva FC,91:31:00,44,Muhammed Ziyad K,Interception,61,62,0,0,,,,,,,,,
Minerva FC,91:32:00,44,Muhammed Ziyad K,Head Pass,64,60,78,57,,Incomplete,,,,,,,
Minerva FC,91:36:00,50,Thangkhanlam Samte,Head Pass,64,44,75,60,,Complete,,,,,,,
Minerva FC,91:39:00,44,Muhammed Ziyad K,Pass,72,56,91,70,,Complete,,,,,,,
Minerva FC,91:44:00,2,Ngashepam Reoson Singh,Pass,104,72,115,64,,Incomplete,,,,,,,
Minerva FC,92:29:00,2,Ngashepam Reoson Singh,Throw In,,,78,64,,,,,,,,,
Minerva FC,92:31:00,9,Raj Singh Wahengbam,Pass,82,66,65,53,,Complete,,,,,,,
Minerva FC,92:33:00,50,Thangkhanlam Samte,Pass,66,53,50,22,,Complete,,,,,,,
Minerva FC,92:36:00,4,Sailex Oinam,Offensive Duel,52,26,0,0,,,,,,,,,
Minerva FC,92:38:00,4,Sailex Oinam,Pass,55,23,73,1,,Complete,,,,,,,
Minerva FC,92:41:00,5,Rokash Atom,Offensive Duel,72,5,0,0,,Lost,,,,,TRUE,,
Minerva FC,92:50:00,5,Rokash Atom,Throw In,69,2,96,8,,,,,,,,,
Minerva FC,93:03:00,5,Rokash Atom,Throw In,94,2,104,11,,,,,,,,,
Minerva FC,93:36:00,5,Rokash Atom,Throw In,70,2,91,7,,,,,,,,,
Minerva FC,93:52:00,5,Rokash Atom,Long Kick,52,4,67,52,,Complete,,,,,,,
Minerva FC,93:57:00,44,Muhammed Ziyad K,Carry,64,54,83,59,,,,,,,,,
Minerva FC,94:01:00,44,Muhammed Ziyad K,Pass,80,51,97,52,,Complete,,,,,,,
