Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Minerva FC,43:33,9,Raj Singh Wahengbam ,Pass,114.0,5.0,98,11,,Complete,,,,,,,
Minerva FC,43:55,9,Raj Singh Wahengbam ,Pressure,91.0,18.0,0,0,,,,,,,,,
Minerva FC,44:20,1,Khwairakpam Yoihenba,Goal Kick,4.0,39.0,4,29,,,,,,,,,
Minerva FC,44:24,3,Moosa Ashiq,Long Kick,5.0,24.0,32,1,,Incomplete,,,,,,,
Minerva FC,44:37,5,Rokash Atom,Pass,30.0,6.0,40,22,,Complete,,,,,,,
Minerva FC,44:40,50,Thangkhanlam Samte,Offensive Duel,45.0,24.0,0,0,,Won,,,,,True,,
Minerva FC,44:42,50,Thangkhanlam Samte,Pass,48.0,32.0,44,50,,Complete,,,,,,,
Minerva FC,44:43,2,Ngashepam Reoson Singh,Offensive Duel,50.0,49.0,0,0,,Won,,,,,True,,
Minerva FC,44:46,2,Ngashepam Reoson Singh,Pass,49.0,47.0,77,74,,Complete,,,,,,,
Minerva FC,44:50,11,Khangembem Gibash Meitei,Pass,81.0,76.0,89,62,,Complete,,,,,,,
Minerva FC,44:52,19,Jayed,Pass,90.0,60.0,88,47,,Complete,,,,,,,
Minerva FC,44:55,9,Raj Singh Wahengbam ,Pass,92.0,50.0,86,39,,Complete,,,,,,,
Minerva FC,44:56,50,Thangkhanlam Samte,Offensive Duel,87.0,41.0,0,0,,Won,,,,,True,,
Minerva FC,44:58,50,Thangkhanlam Samte,Shot,94.0,32.0,117,38,Left,Goal,,,,,,,Top left
Minerva FC,45:35,7,Lairenjam Sanathoi Meitei,Interception,80.0,38.0,0,0,,,,,,,,,
Minerva FC,45:39,7,Lairenjam Sanathoi Meitei,Pressure,90.0,32.0,0,0,,,,,,,,,
Minerva FC,45:41,7,Lairenjam Sanathoi Meitei,Pass,84.0,31.0,81,19,,Complete,,,,,,,
Minerva FC,45:44,5,Rokash Atom,Pass,83.0,16.0,89,28,,Complete,,,,,,,
Minerva FC,45:45,9,Raj Singh Wahengbam ,Pass,92.0,28.0,81,30,,Complete,,,,,,,
Minerva FC,45:47,50,Thangkhanlam Samte,Offensive Duel,89.0,29.0,0,0,,Won,,,,,True,,
Minerva FC,45:49,50,Thangkhanlam Samte,Pass,92.0,24.0,95,32,,Complete,,,,,,,
Minerva FC,45:49,9,Raj Singh Wahengbam ,Carry,96.0,27.0,114,26,,,,,,,,,
Minerva FC,45:52,9,Raj Singh Wahengbam ,Pass,114.0,23.0,109,37,,Complete,True,,,,,,
Minerva FC,45:53,19,Jayed,Shot,110.0,39.0,119,35,Right,Off Target,,,,,,,
Minerva FC,46:20,5,Rokash Atom,Pass,79.0,9.0,93,11,,Complete,,,,,,,
Minerva FC,46:25,7,Lairenjam Sanathoi Meitei,Pass,92.0,10.0,82,26,,Complete,,,,,,,
Minerva FC,46:27,50,Thangkhanlam Samte,Pass,82.0,17.0,84,52,,Complete,,,,,,,
Minerva FC,46:29,19,Jayed,Touch,83.0,48.0,0,0,,Bad,,,,,,,
Minerva FC,46:30,19,Jayed,LBD,84.0,50.0,0,0,,Won,,,,,,,
Minerva FC,46:33,19,Jayed,Offensive Duel,97.0,56.0,0,0,,Lost,,,,,True,,
Minerva FC,46:43,2,Ngashepam Reoson Singh,Pass,81.0,57.0,80,38,,Complete,,,,,,,
Minerva FC,46:44,50,Thangkhanlam Samte,Touch,81.0,40.0,0,0,,Bad,,,,,,,
Minerva FC,46:46,5,Rokash Atom,Pass,80.0,25.0,91,30,,Complete,,,,,,,
Minerva FC,46:47,22,Paoginmang Baite,Touch,92.0,28.0,0,0,,Bad,,,,,,,
Minerva FC,46:52,50,Thangkhanlam Samte,Pass,78.0,25.0,89,21,,Complete,,,,,,,
Minerva FC,46:53,22,Paoginmang Baite,Pass,86.0,21.0,89,28,,Complete,,,,,,,
Minerva FC,46:55,9,Raj Singh Wahengbam ,Shot,92.0,26.0,97,31,Right,Blocked,,,,,,,
Minerva FC,46:58,50,Thangkhanlam Samte,Pass,87.0,29.0,91,42,,Complete,,,,,,,
Minerva FC,46:59,19,Jayed,Pass,91.0,50.0,96,34,,Incomplete,,,,,,,
Minerva FC,47:04,2,Ngashepam Reoson Singh,Pass,74.0,52.0,46,45,,Complete,,,,,,,
Minerva FC,47:07,4,Sailex Oinam ,Pass,47.0,48.0,45,28,,Complete,,,,,,,
Minerva FC,47:09,3,Moosa Ashiq,Long Kick,46.0,29.0,52,63,,Complete,,,,,,,
Minerva FC,47:13,2,Ngashepam Reoson Singh,Pass,51.0,54.0,69,58,,Complete,,,,,,,
Minerva FC,47:17,19,Jayed,Long Kick,67.0,55.0,88,76,,Complete,,,,,,,
Minerva FC,47:18,11,Khangembem Gibash Meitei,Carry,86.0,76.0,94,58,,,,,,,,,
Minerva FC,47:24,11,Khangembem Gibash Meitei,Pass,97.0,54.0,92,47,,Complete,,,,,,,
Minerva FC,47:24,19,Jayed,Offensive Duel,94.0,49.0,0,0,,Won,,,,,True,,
Minerva FC,47:27,11,Khangembem Gibash Meitei,Offside,106.0,54.0,0,0,,,,,,,,,
Minerva FC,48:06,4,Sailex Oinam ,Pass,51.0,56.0,66,70,,Complete,,,,,,,
Minerva FC,48:09,11,Khangembem Gibash Meitei,Offensive Duel,69.0,66.0,0,0,,Lost,,,,,,,
Minerva FC,48:28,9,Raj Singh Wahengbam ,Offensive Duel,63.0,65.0,0,0,,Lost,,,,,,,
Minerva FC,48:37,5,Rokash Atom,Defensive Duel,11.0,16.0,0,0,,Lost,,,,,,,
Minerva FC,48:38,3,Moosa Ashiq,Defensive Duel,15.0,17.0,0,0,,Lost,,,,,True,,
Minerva FC,48:53,1,Khwairakpam Yoihenba,Hand Pass,12.0,44.0,14,64,,Complete,,,,,,,
Minerva FC,48:58,4,Sailex Oinam ,Long Kick,15.0,64.0,49,77,,Complete,,,,,,,
Minerva FC,49:04,2,Ngashepam Reoson Singh,Pass,69.0,77.0,68,56,,Complete,,,,,,,
Minerva FC,49:07,50,Thangkhanlam Samte,Pass,66.0,46.0,83,51,,Complete,,,,,,,
Minerva FC,49:09,9,Raj Singh Wahengbam ,Pass,84.0,50.0,81,43,,Complete,,,,,,,
Minerva FC,49:10,50,Thangkhanlam Samte,Pass,81.0,43.0,95,42,,Incomplete,,,True,,,,
Minerva FC,49:14,50,Thangkhanlam Samte,Pass,76.0,40.0,69,24,,Complete,,,,,,,
Minerva FC,49:17,5,Rokash Atom,Pass,72.0,25.0,90,6,,Complete,,,,,,,
Minerva FC,49:23,7,Lairenjam Sanathoi Meitei,Offensive Duel,88.0,10.0,0,0,,Won,,,,,,,
Minerva FC,49:26,7,Lairenjam Sanathoi Meitei,Pass,91.0,7.0,79,8,,Complete,,,,,,,
Minerva FC,49:30,5,Rokash Atom,Pass,82.0,16.0,61,15,,Complete,,,,,,,
