Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Sudeva Delhi FC,41:25,11,Langam Ratip Meitei,Pass,66,75,83,62,,Incomplete,,,,,,,
Sudeva Delhi FC,41:26,17,Heikham Lineker Singh,LBD,84,60,0,0,,Lost,,,,,,,
Sudeva Delhi FC,41:33,16,Dikshit Rai ,Defensive Duel,34,57,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,41:34,9,Asem Rahulkumar Singh,Interception,33,52,0,0,,,,,,,,,
Sudeva Delhi FC,41:45,21,Macdonnish Ngairangbam ,Goal Kick,7,41,5,53,,,,,,,,,
Sudeva Delhi FC,41:46,26,Loushambam Nara Meitei,Long Kick,5,55,107,37,,Incomplete,,,true,,,,
Sudeva Delhi FC,42:02,11,Langam Ratip Meitei,Throw In,102,79,109,38,,,,,,,,,
Sudeva Delhi FC,42:06,9,Asem Rahulkumar Singh,Shot,106,39,117,41,Left,Goal,,,,,,,Bottom
Sudeva Delhi FC,42:29,9,Asem Rahulkumar Singh,Defensive Duel,75,8,0,0,,Lost,,,,,,,
Sudeva Delhi FC,42:42,11,Langam Ratip Meitei,Pass,36,49,45,38,,Complete,,,,,,,
Sudeva Delhi FC,42:43,17,Heikham Lineker Singh,Offensive Duel,49,35,0,0,,Won,,,,,true,,
Sudeva Delhi FC,42:45,9,Asem Rahulkumar Singh,Pass,77,23,82,40,,Incomplete,,,,,,,
Sudeva Delhi FC,42:47,11,Langam Ratip Meitei,LBD,57,41,0,0,,Lost,,,,,,,
Sudeva Delhi FC,42:52,11,Langam Ratip Meitei,Defensive Duel,33,52,0,0,,Lost,,,,,,,
Sudeva Delhi FC,42:56,21,Macdonnish Ngairangbam ,Save,3,36,0,0,Left,Saved,,,,,,,Top right
Sudeva Delhi FC,43:00,21,Macdonnish Ngairangbam ,Hand Pass,14,33,8,15,,Complete,,,,,,,
Sudeva Delhi FC,43:01,16,Dikshit Rai ,Pass,9,18,63,30,,Incomplete,,,,,,,
Sudeva Delhi FC,43:06,21,Macdonnish Ngairangbam ,Save,3,38,0,0,Left,Saved,,,,,,,Right
Sudeva Delhi FC,43:08,26,Loushambam Nara Meitei,Air Duel,8,49,0,0,,Won,,,,,,,
Sudeva Delhi FC,43:12,26,Loushambam Nara Meitei,Pass,28,69,33,72,,Incomplete,,,,,,,
Sudeva Delhi FC,43:24,26,Loushambam Nara Meitei,Throw In,36,78,67,70,,,,,,,,,
Sudeva Delhi FC,43:25,11,Langam Ratip Meitei,Air Duel,66,67,0,0,,Won,,,,,,,
Sudeva Delhi FC,43:28,17,Heikham Lineker Singh,Pass,46,29,36,17,,Complete,,,,,,,
Sudeva Delhi FC,43:30,16,Dikshit Rai ,Pass,33,15,46,14,,Incomplete,,,,,,,
Sudeva Delhi FC,43:40,16,Dikshit Rai ,Throw In,45,2,71,21,,,,,,,,,
Sudeva Delhi FC,43:41,17,Heikham Lineker Singh,LBD,75,25,0,0,,Lost,,,,,,,
Sudeva Delhi FC,43:44,26,Loushambam Nara Meitei,Defensive Duel,25,24,0,0,,Lost,,,,,,,
Sudeva Delhi FC,43:48,17,Heikham Lineker Singh,Interception,22,60,0,0,,,,,,,,,
Sudeva Delhi FC,43:49,17,Heikham Lineker Singh,Defensive Duel,28,67,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,43:51,11,Langam Ratip Meitei,Defensive Duel,27,65,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,43:56,11,Langam Ratip Meitei,Foul,20,67,0,0,,Yellow Card,,,,,,,
Sudeva Delhi FC,44:46,11,Langam Ratip Meitei,Interception,4,42,0,0,,,,,,,,,
Sudeva Delhi FC,44:47,11,Langam Ratip Meitei,Pass,3,41,13,42,,Complete,,,,,,,
Sudeva Delhi FC,44:47,26,Loushambam Nara Meitei,Long Kick,10,38,78,75,,,,,,true,,,
Sudeva Delhi FC,44:56,17,Heikham Lineker Singh,Pass,46,71,50,63,,Complete,,,,,,,
Sudeva Delhi FC,44:57,17,Heikham Lineker Singh,LBD,50,63,0,0,,Lost,,,,,,,
Sudeva Delhi FC,44:58,26,Loushambam Nara Meitei,Interception,35,53,0,0,,,,,,,,,
Sudeva Delhi FC,45:02,9,Asem Rahulkumar Singh,Interception,46,43,0,0,,,,,,,,,
Sudeva Delhi FC,45:03,9,Asem Rahulkumar Singh,Offensive Duel,54,42,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,45:05,11,Langam Ratip Meitei,Shot,49,42,117,40,Right,Saved,,,,,,,Top
Sudeva Delhi FC,45:15,26,Loushambam Nara Meitei,Pressure,46,72,0,0,,,,,,,,,
Sudeva Delhi FC,45:33,17,Heikham Lineker Singh,Subbed Out,60,3,0,0,,,,,,,,,
Sudeva Delhi FC,45:45,26,Loushambam Nara Meitei,Throw In,42,79,75,57,,,,,,,,,
Sudeva Delhi FC,45:47,11,Langam Ratip Meitei,Air Duel,76,53,0,0,,Won,,,,,,,
Sudeva Delhi FC,45:59,8,Ansh Raj Singh,Pressure,97,70,0,0,,,,,,,,,
Sudeva Delhi FC,46:05,16,Dikshit Rai ,LBD,8,47,0,0,,Lost,,,,,,,
Sudeva Delhi FC,46:17,9,Asem Rahulkumar Singh,Interception,25,67,0,0,,,,,,,,,
Sudeva Delhi FC,46:18,26,Loushambam Nara Meitei,Long Kick,13,53,53,55,,,,,,true,,,
Sudeva Delhi FC,46:29,9,Asem Rahulkumar Singh,Interception,49,46,0,0,,,,,,,,,
Sudeva Delhi FC,46:34,8,Ansh Raj Singh,Defensive Duel,78,61,0,0,,Lost,,,,,,,
Sudeva Delhi FC,46:35,8,Ansh Raj Singh,Foul,76,57,0,0,,,,,,,,,
Sudeva Delhi FC,47:02,21,Macdonnish Ngairangbam ,Goal Kick,13,37,6,22,,,,,,,,,
Sudeva Delhi FC,47:04,16,Dikshit Rai ,Long Kick,7,22,53,40,,Complete,,,,,,,
Sudeva Delhi FC,47:05,11,Langam Ratip Meitei,Pass,54,39,80,9,,Complete,,,,,,,
Sudeva Delhi FC,47:08,9,Asem Rahulkumar Singh,Pass,98,5,109,43,,Complete,true,,,,,,
Sudeva Delhi FC,47:09,8,Ansh Raj Singh,Shot,109,42,118,32,Right,Off Target,,,,,,,
Sudeva Delhi FC,47:24,8,Ansh Raj Singh,Pressure,104,67,0,0,,,,,,,,,
Sudeva Delhi FC,47:26,9,Asem Rahulkumar Singh,Pressure,110,17,0,0,,,,,,,,,
Sudeva Delhi FC,47:28,16,Dikshit Rai ,Pressure,85,8,0,0,,,,,,,,,
Sudeva Delhi FC,47:33,26,Loushambam Nara Meitei,Interception,27,18,0,0,,,,,,,,,
Sudeva Delhi FC,47:34,26,Loushambam Nara Meitei,Foul,27,17,0,0,,Yellow Card,,,,,,true,
Sudeva Delhi FC,48:39,21,Macdonnish Ngairangbam ,Goal Kick,10,41,4,50,,,,,,,,,
Sudeva Delhi FC,48:41,26,Loushambam Nara Meitei,Long Kick,5,47,48,75,,Incomplete,,,,,,,
Sudeva Delhi FC,48:44,8,Ansh Raj Singh,Pass,47,76,50,75,,Incomplete,,,,,,,
Sudeva Delhi FC,48:59,16,Dikshit Rai ,Air Duel,8,39,0,0,,Lost,,,,,,,
Sudeva Delhi FC,49:05,21,Macdonnish Ngairangbam ,Goal Kick,13,46,5,26,,,,,,,,,
Sudeva Delhi FC,49:06,16,Dikshit Rai ,Long Kick,6,27,94,44,,,,,true,,,,
Sudeva Delhi FC,49:14,21,Macdonnish Ngairangbam ,Save,4,37,0,0,Left,Saved,,,,,,,Bottom right
Sudeva Delhi FC,49:17,21,Macdonnish Ngairangbam ,Hand Pass,6,36,52,24,,Incomplete,,,,,,,
Sudeva Delhi FC,49:21,26,Loushambam Nara Meitei,Air Duel,18,28,0,0,,Won,,,,,,,
Sudeva Delhi FC,49:23,9,Asem Rahulkumar Singh,Air Duel,38,23,0,0,,Lost,,,,,,,
Sudeva Delhi FC,50:21,21,Macdonnish Ngairangbam ,Long Kick,12,36,103,43,,Incomplete,,,true,,,,
Sudeva Delhi FC,50:25,11,Langam Ratip Meitei,Head Pass,82,39,99,34,,Complete,,,,,,,
Sudeva Delhi FC,50:27,9,Asem Rahulkumar Singh,Air Duel,101,30,0,0,,Won,,,,,,,
Sudeva Delhi FC,50:33,11,Langam Ratip Meitei,Defensive Duel,59,60,0,0,,Lost,,,,,,,
Sudeva Delhi FC,50:35,9,Asem Rahulkumar Singh,Defensive Duel,59,45,0,0,,Lost,,,,,,,
Sudeva Delhi FC,50:41,16,Dikshit Rai ,Defensive Duel,28,8,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,50:55,8,Ansh Raj Singh,Subbed Out,46,1,0,0,,,,,,,,,
Sudeva Delhi FC,51:04,16,Dikshit Rai ,Air Duel,14,26,0,0,,Won,,,,,,,
Sudeva Delhi FC,51:05,17,Heikham Lineker Singh,Head Pass,15,49,4,40,,Complete,,,,,,,
Sudeva Delhi FC,51:06,17,Heikham Lineker Singh,Air Duel,7,44,0,0,,Won,,,,,,,
Sudeva Delhi FC,51:06,21,Macdonnish Ngairangbam ,Air Duel,8,44,0,0,,Won,,,,,,,
Sudeva Delhi FC,51:25,26,Loushambam Nara Meitei,Goal Kick,10,52,111,51,,,,,,,,,
Sudeva Delhi FC,51:28,17,Heikham Lineker Singh,Air Duel,111,50,0,0,,Lost,,,,,,,
Sudeva Delhi FC,51:40,9,Asem Rahulkumar Singh,Corner,116,77,96,48,,,true,,,,,,
Sudeva Delhi FC,51:41,26,Loushambam Nara Meitei,Shot,94,50,114,30,Right,Off Target,,,,,,,
Sudeva Delhi FC,51:42,17,Heikham Lineker Singh,Touch,110,33,0,0,,Bad,,,,,,,
Sudeva Delhi FC,51:51,21,Macdonnish Ngairangbam ,Save,4,39,0,0,Middle,Saved,,,,,,,Middle
Sudeva Delhi FC,51:53,16,Dikshit Rai ,Pass,15,58,23,80,,Complete,,,,true,,,
Sudeva Delhi FC,52:09,17,Heikham Lineker Singh,Air Duel,4,38,0,0,,Won,,,,,,,
Sudeva Delhi FC,52:10,16,Dikshit Rai ,Air Duel,9,41,0,0,,Lost,,,,,,,
Sudeva Delhi FC,52:21,21,Macdonnish Ngairangbam ,Goal Kick,12,31,5,22,,,,,,,,,
Sudeva Delhi FC,52:22,16,Dikshit Rai ,Long Kick,8,21,88,35,,Complete,,,,,,,
Sudeva Delhi FC,52:25,17,Heikham Lineker Singh,Air Duel,87,35,0,0,,Lost,,,,,,,
Sudeva Delhi FC,52:27,11,Langam Ratip Meitei,Head Pass,80,52,87,31,,Incomplete,,,,,,,
Sudeva Delhi FC,52:28,17,Heikham Lineker Singh,LBD,84,21,0,0,,Lost,,,,,,,
Sudeva Delhi FC,52:53,16,Dikshit Rai ,Throw In,54,1,95,29,,,,,,,,,
Sudeva Delhi FC,52:54,9,Asem Rahulkumar Singh,Air Duel,91,29,0,0,,Lost,,,,,,,
Sudeva Delhi FC,53:00,11,Langam Ratip Meitei,Pressure,47,65,0,0,,,,,,,,,
Sudeva Delhi FC,53:08,16,Dikshit Rai ,Defensive Duel,26,20,0,0,,Lost,,,,,,,
Sudeva Delhi FC,53:10,9,Asem Rahulkumar Singh,Defensive Duel,23,24,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,53:11,17,Heikham Lineker Singh,Defensive Duel,20,25,0,0,,Won,,,,,true,,
Sudeva Delhi FC,53:13,9,Asem Rahulkumar Singh,Offensive Duel,23,22,0,0,,Won,,,,,,,
Sudeva Delhi FC,53:14,9,Asem Rahulkumar Singh,Pass,26,22,54,44,,Complete,,,,,,,
Sudeva Delhi FC,53:16,11,Langam Ratip Meitei,Pass,56,46,79,34,,Complete,,,,,,,
Sudeva Delhi FC,53:19,9,Asem Rahulkumar Singh,Pressure,73,39,0,0,,,,,,,,,
Sudeva Delhi FC,53:22,26,Loushambam Nara Meitei,Defensive Duel,31,58,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,53:36,21,Macdonnish Ngairangbam ,Goal Kick,4,38,24,19,,,,,,,,,
Sudeva Delhi FC,53:39,21,Macdonnish Ngairangbam ,Save,4,41,0,0,Left,Goal,,,,,,,Bottom right
Sudeva Delhi FC,53:58,9,Asem Rahulkumar Singh,Pass,60,41,51,37,,Complete,,,,,,,
Sudeva Delhi FC,53:59,17,Heikham Lineker Singh,Shot,52,35,115,39,Right,Saved,,,,,,,Bottom
Sudeva Delhi FC,54:11,21,Macdonnish Ngairangbam ,Save,5,44,0,0,Right,Saved,,,,,,,Bottom left
Sudeva Delhi FC,54:32,9,Asem Rahulkumar Singh,Offensive Duel,33,54,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,54:37,17,Heikham Lineker Singh,Long Kick,11,24,37,64,,Incomplete,,,,true,,,
Sudeva Delhi FC,54:43,11,Langam Ratip Meitei,Interception,14,62,0,0,,,,,,,,,
Sudeva Delhi FC,54:45,26,Loushambam Nara Meitei,Offensive Duel,25,69,0,0,,Won,,,,,,,
Sudeva Delhi FC,54:54,26,Loushambam Nara Meitei,Throw In,26,79,83,63,,,,,,,,,
Sudeva Delhi FC,54:56,17,Heikham Lineker Singh,Pressure,70,70,0,0,,,,,,,,,
Sudeva Delhi FC,55:00,16,Dikshit Rai ,Long Kick,14,46,78,20,,,,,,true,,,
Sudeva Delhi FC,55:05,16,Dikshit Rai ,Air Duel,42,26,0,0,,Won,,,,,,,
Sudeva Delhi FC,55:13,11,Langam Ratip Meitei,Defensive Duel,34,75,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,55:15,11,Langam Ratip Meitei,Foul,26,75,0,0,,,,,,,,,
Sudeva Delhi FC,56:10,11,Langam Ratip Meitei,Interception,40,24,0,0,,,,,,,,,
Sudeva Delhi FC,56:12,11,Langam Ratip Meitei,LBD,38,19,0,0,,Won,,,,,,,
Sudeva Delhi FC,56:13,9,Asem Rahulkumar Singh,Pass,38,17,41,13,,Incomplete,,,,,,,
Sudeva Delhi FC,56:15,9,Asem Rahulkumar Singh,Pass,33,13,52,5,,Complete,,,,,,,
Sudeva Delhi FC,56:16,17,Heikham Lineker Singh,Pass,48,5,41,36,,Incomplete,,,,,,,
Sudeva Delhi FC,56:23,17,Heikham Lineker Singh,LBD,37,26,0,0,,Won,,,,,,,
Sudeva Delhi FC,56:25,17,Heikham Lineker Singh,Offensive Duel,31,13,0,0,,Won,,,,,,,
Sudeva Delhi FC,57:04,26,Loushambam Nara Meitei,Free Kick,42,9,117,43,,Goal,,,,,,,
Sudeva Delhi FC,57:29,16,Dikshit Rai ,Pressure,49,7,0,0,,,,,,,,,
Sudeva Delhi FC,57:41,21,Macdonnish Ngairangbam ,Goal Kick,12,41,9,69,,,,,,,,,
Sudeva Delhi FC,57:44,26,Loushambam Nara Meitei,Offensive Duel,18,77,0,0,,Won,,,,,true,,
Sudeva Delhi FC,57:46,26,Loushambam Nara Meitei,Pass,36,66,73,67,,Complete,,,,,,,
Sudeva Delhi FC,57:48,11,Langam Ratip Meitei,Offensive Duel,82,64,0,0,,Won,,,,,,,
Sudeva Delhi FC,57:50,11,Langam Ratip Meitei,Pass,77,69,96,2,,Incomplete,,,,,,,
Sudeva Delhi FC,58:00,9,Asem Rahulkumar Singh,Defensive Duel,40,7,0,0,,Won,,,,,,,
Sudeva Delhi FC,58:18,16,Dikshit Rai ,Air Duel,10,29,0,0,,Won,,,,,,,
Sudeva Delhi FC,58:29,16,Dikshit Rai ,Head Pass,8,32,29,77,,Complete,,,,true,,,
Sudeva Delhi FC,58:52,26,Loushambam Nara Meitei,Air Duel,8,48,0,0,,Won,,,,,,,
Sudeva Delhi FC,59:06,17,Heikham Lineker Singh,Defensive Duel,40,22,0,0,,Lost,,,,,,,
Sudeva Delhi FC,59:07,26,Loushambam Nara Meitei,Defensive Duel,33,31,0,0,,Lost,,,,,true,,
Sudeva Delhi FC,59:12,21,Macdonnish Ngairangbam ,Save,4,42,0,0,Right,Saved,,,,,,,Left
Sudeva Delhi FC,59:13,21,Macdonnish Ngairangbam ,Save,4,40,0,0,Left,Goal,,,,,,,Bottom right
Sudeva Delhi FC,59:31,9,Asem Rahulkumar Singh,Pass,60,41,52,42,,Complete,,,,,,,
Sudeva Delhi FC,59:32,17,Heikham Lineker Singh,Offensive Duel,54,39,0,0,,Won,,,,,,,
Sudeva Delhi FC,59:33,17,Heikham Lineker Singh,Pass,55,37,37,1,,Incomplete,,,,,,,
