Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Minerva Academy FC,09:57,22,Paoginmang Baite,LBD,87,38,0,0,,Won,,,,,,,
Minerva Academy FC,10:02,fc,Minerva Academy FC,Ball Out,117,14,0,0,,,,,,,,,
Minerva Academy FC,10:31,5,Rokash Atom,Corner,116,4,96,8,,,,,,,,,
Minerva Academy FC,10:32,50,Thangkhanlam Samte,Pass,101,12,114,12,,Complete,,,,,,,
Minerva Academy FC,10:34,5,Rokash Atom,Cross,113,12,112,42,Left,,,,,,,,
Minerva Academy FC,10:36,34,Loitam Mangal Singh,Touch,108,48,0,0,,,,,,,,,
Minerva Academy FC,10:37,3,Moosa Ashiq,Shot,107,45,112,45,Left,Blocked,,,,,,,
Minerva Academy FC,10:40,4,Sailex Oinam ,Shot,96,39,118,33,Left,Off Target,,,,,,,
Minerva Academy FC,10:45,fc,Minerva Academy FC,Ball Out,117,30,0,0,,,,,,,,,
Minerva Academy FC,11:00,fc,Minerva Academy FC,Ball Out,46,0,0,0,,,,,,,,,
